id,name,province,aqhi,observed,observation_datetime_text_en,observation_datetime_text_fr,lon,lat,color
AQ_OBS-FDGED-20260201150000,Newmarket,,2.3,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.4583333333333,44.0580555555556,#016797
AQ_OBS-FEAKO-20260201150000,Mississauga,,2.51,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.6572222222222,43.5855555555556,#016797
AQ_OBS-FDSUS-20260201150000,Parry Sound,,2.32,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-80.0361111,45.3538889,#016797
AQ_OBS-AADCE-20260201150000,Burin,,2.09,2026-02-01T15:00:00Z,11:30 AM NST Sunday  1 February 2026,11h30 AM HNT dimanche  1 février 2026,-55.175272,47.082841,#016797
AQ_OBS-JBXHZ-20260201150000,Metro Vancouver - NE,,1.62,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-122.683333333333,49.2333333333333,#0099cb
AQ_OBS-LARCU-20260201150000,Norman Wells,,1.42,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-126.8316,65.2811,#0099cb
AQ_OBS-HAHJJ-20260201150000,Saskatoon,,2.15,2026-02-01T15:00:00Z,9:00 AM CST Sunday  1 February 2026,9h00 AM HNC dimanche  1 février 2026,-106.686111111111,52.1397222222222,#016797
AQ_OBS-JCMDB-20260201150000,Kitimat,,1.0,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-128.652222,54.053333,#01cbff
AQ_OBS-FCGKZ-20260201150000,Oakville,,2.59,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.7138888888889,43.4563888888889,#016797
AQ_OBS-JABNO-20260201150000,Central Fraser Valley,,1.15,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-122.25,49.0583333333333,#0099cb
AQ_OBS-JBMPJ-20260201150000,Sparwood,,1.35,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-114.885833,49.733333,#0099cb
AQ_OBS-FCIBD-20260201150000,Port Stanley,,2.44,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-81.2108334,42.6663888,#016797
AQ_OBS-FEUTC-20260201150000,Chatham,,3.05,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-82.12876,42.43396,#fffe03
AQ_OBS-IAGHN-20260201150000,St. Albert,,1.0,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-113.6202778,53.6369444,#01cbff
AQ_OBS-IAASX-20260201150000,Sturgeon County,,1.96,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-113.3283333,53.8297222,#0099cb
AQ_OBS-HAUQM-20260201150000,Estevan,,2.22,2026-02-01T15:00:00Z,9:00 AM CST Sunday  1 February 2026,9h00 AM HNC dimanche  1 février 2026,-102.9859847,49.1392833,#016797
AQ_OBS-DAHEI-20260201150000,Campbellton,,2.31,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-66.683511,47.999336,#016797
AQ_OBS-JBMQO-20260201150000,Smithers,,1.12,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-127.176111,54.779167,#0099cb
AQ_OBS-FDQBX-20260201150000,Toronto North,,2.32,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.41026,43.76205,#016797
AQ_OBS-IAFEW-20260201150000,Fort Chipewyan,,2.01,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-111.158333333333,58.7144444444444,#016797
AQ_OBS-FCWOV-20260201150000,Tiverton,,2.22,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-81.5444444,44.2669444,#016797
AQ_OBS-CBUCG-20260201150000,Halifax,,1.9,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-63.57392,44.64625,#0099cb
AQ_OBS-FEARV-20260201150000,Sarnia,,2.54,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-82.3177777,42.9813889,#016797
AQ_OBS-JBJFI-20260201150000,Metro Vancouver - SW,,1.69,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-123.163333,49.163333,#0099cb
AQ_OBS-IACGW-20260201150000,Lamont County,,2.0,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-112.7844444,53.7591666,#0099cb
AQ_OBS-IAEFD-20260201150000,Cold Lake,,1.65,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-110.166667,54.45,#0099cb
AQ_OBS-FCNJT-20260201150000,Windsor West,,3.45,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-83.0594444,42.2830556,#fffe03
AQ_OBS-FCTOV-20260201150000,Sudbury,,3.44,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-80.9775,46.5011111,#fffe03
AQ_OBS-IAEJS-20260201150000,Red Deer,,2.12,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-113.810277777778,52.2686111111111,#016797
AQ_OBS-FBLKS-20260201150000,Hamilton Mountain,,2.25,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.82235,43.23039,#016797
AQ_OBS-FCWFX-20260201150000,Thunder Bay,,2.62,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-89.2677778,48.4013889,#016797
AQ_OBS-FCFUU-20260201150000,North Bay,,3.59,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.459167,46.314444,#fffe03
AQ_OBS-ABFQA-20260201150000,Labrador City,,2.15,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-66.9365972,52.9605694,#016797
AQ_OBS-JAZBU-20260201150000,Metro Vancouver - SE,,1.31,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-122.75,49.1166666666667,#0099cb
AQ_OBS-FCWYG-20260201150000,Toronto Downtown,,1.0,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.3969444,43.6758333,#01cbff
AQ_OBS-FAMXK-20260201150000,Burlington,,2.76,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.8141666666667,43.37,#016797
AQ_OBS-DAEBC-20260201150000,St. Andrews,,2.04,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-67.058373,45.079907,#016797
AQ_OBS-HAPKT-20260201150000,Swift Current,,2.01,2026-02-01T15:00:00Z,9:00 AM CST Sunday  1 February 2026,9h00 AM HNC dimanche  1 février 2026,-107.81689,50.285833,#016797
AQ_OBS-IAFFI-20260201150000,Fort McMurray,,2.32,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-111.380277777778,56.7263888888889,#016797
AQ_OBS-IAFFM-20260201150000,Fort Saskatchewan,,2.0,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-113.217777777778,53.7111111111111,#0099cb
AQ_OBS-JBXCK-20260201150000,Terrace,,1.0,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-128.599722,54.516389,#01cbff
AQ_OBS-FEVJS-20260201150000,Belleville,,2.18,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-77.3697222,44.2566666,#016797
AQ_OBS-DAFQX-20260201150000,Bathurst,,2.31,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-65.6283,47.6261,#016797
AQ_OBS-CATHI-20260201150000,Lake Major,,1.75,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-63.467261,44.71338,#0099cb
AQ_OBS-IAIUC-20260201150000,Medicine Hat,,1.67,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-110.676666666667,50.0408333333333,#0099cb
AQ_OBS-LAILN-20260201150000,Fort Smith,,1.38,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-111.8829,60.0053,#0099cb
AQ_OBS-FDQBU-20260201150000,Toronto East,,2.62,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.2308334,43.7558333,#016797
AQ_OBS-FDZCP-20260201150000,Sault Ste. Marie,,2.27,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-84.3469444,46.5588888,#016797
AQ_OBS-BADSZ-20260201150000,Summerside (Wellington),,1.84,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-64.0,46.45,#0099cb
AQ_OBS-KAHFT-20260201150000,Whitehorse,,1.0,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-135.0808333,60.6961111,#01cbff
AQ_OBS-FDATE-20260201150000,Windsor Downtown,,3.95,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-82.99182,42.3081,#fffe03
AQ_OBS-DAEGW-20260201150000,Saint John,,2.04,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-66.0388888888889,45.2591666666667,#016797
AQ_OBS-JBRIK-20260201150000,Metro Vancouver - NW,,1.71,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-123.113889,49.261111,#0099cb
AQ_OBS-FAYJG-20260201150000,Grand Bend,,1.98,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-81.7563889,43.3025,#0099cb
AQ_OBS-HASIZ-20260201150000,Buffalo Narrows,,2.1,2026-02-01T15:00:00Z,9:00 AM CST Sunday  1 February 2026,9h00 AM HNC dimanche  1 février 2026,-108.5243083,55.8769833,#016797
AQ_OBS-CAPHL-20260201150000,Halifax Downtown,,2.05,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-63.590651,44.647401,#016797
AQ_OBS-FEVJR-20260201150000,Kingston,,2.11,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-76.4163888,44.3066666,#016797
AQ_OBS-FBLJL-20260201150000,Hamilton Downtown,,2.34,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.8418,43.24504,#016797
AQ_OBS-IABOA-20260201150000,Drayton Valley,,2.3,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-114.9808333,53.2241666,#016797
AQ_OBS-IANHQ-20260201150000,Wood Buffalo - south,,1.96,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-111.0788889,55.6311111,#0099cb
AQ_OBS-JBNTS-20260201150000,Quesnel,,1.03,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-122.5,53.0,#0099cb
AQ_OBS-IAKID-20260201150000,Calgary,,2.37,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-114.0575,51.0458333333333,#016797
AQ_OBS-DBEDJ-20260201150000,Miramichi,,2.11,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-65.4666999,47.0041999,#016797
AQ_OBS-FDGEM-20260201150000,Milton,,2.52,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.9177778,43.5055556,#016797
AQ_OBS-JAQAL-20260201150000,Nanaimo / Parksville,,1.38,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-123.933333333333,49.1666666666667,#0099cb
AQ_OBS-FDJFN-20260201150000,St. Catharines,,2.41,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.2533,43.16544,#016797
AQ_OBS-CBLGX-20260201150000,Sydney,,2.11,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-60.1952777777778,46.1380555555556,#016797
AQ_OBS-FEVNT-20260201150000,Ottawa,,2.27,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-75.6769444444444,45.4344444444445,#016797
AQ_OBS-JAGPB-20260201150000,Fort St. John,,1.39,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-120.846667,56.2525,#0099cb
AQ_OBS-CBELL-20260201150000,Port Hawkesbury,,1.95,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-61.356111,45.6161111,#0099cb
AQ_OBS-IACMP-20260201150000,Edmonton,,2.02,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-113.490277777778,53.5344444444444,#016797
AQ_OBS-FBKKK-20260201150000,Guelph,,2.63,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-80.22899,43.53571,#016797
AQ_OBS-FDEGT-20260201150000,Windsor,,3.7,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-82.9936111111111,42.3022222222222,#fffe03
AQ_OBS-IAHMM-20260201150000,Grande Prairie,,2.05,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-118.796111111111,55.1708333333333,#016797
AQ_OBS-DAFMJ-20260201150000,Fredericton,,2.29,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-66.666667,45.945278,#016797
AQ_OBS-HAIMP-20260201150000,Regina,,1.9,2026-02-01T15:00:00Z,9:00 AM CST Sunday  1 February 2026,9h00 AM HNC dimanche  1 février 2026,-104.606666666667,50.4547222222222,#0099cb
AQ_OBS-FCKTB-20260201150000,Toronto West,,2.43,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.56589,43.71823,#016797
AQ_OBS-FEUZB-20260201150000,Toronto,,2.38,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.3733333333333,43.7416666666667,#016797
AQ_OBS-IACMW-20260201150000,Edson,,2.0,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-116.4327778,53.5836111,#0099cb
AQ_OBS-DALZZ-20260201150000,Edmundston,,2.46,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-68.294444,47.377222,#016797
AQ_OBS-DADHJ-20260201150000,Moncton,,2.57,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-64.803056,46.115833,#016797
AQ_OBS-IAQFR-20260201150000,Airdrie,,2.09,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-114.0141667,51.2922222,#016797
AQ_OBS-JBTMB-20260201150000,Williams Lake,,1.21,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-122.141666666667,52.1416666666667,#0099cb
AQ_OBS-FDMOP-20260201150000,Oshawa,,2.1,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-78.8572222222222,43.9005555555556,#016797
AQ_OBS-FCAEN-20260201150000,London,,3.36,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-81.2325,42.9674999,#fffe03
AQ_OBS-FEVNS-20260201150000,Hamilton,,2.46,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.935,43.242778,#016797
AQ_OBS-GBEIN-20260201150000,Winnipeg,,1.89,2026-02-01T15:00:00Z,9:00 AM CST Sunday  1 February 2026,9h00 AM HNC dimanche  1 février 2026,-97.1463888888889,49.8844444444444,#0099cb
AQ_OBS-LBAMG-20260201150000,Yellowknife,,1.41,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-114.37,62.4536,#0099cb
AQ_OBS-JBOAP-20260201150000,North Okanagan,,1.13,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-119.266666666667,50.2583333333333,#0099cb
AQ_OBS-JBHJG-20260201150000,South Okanagan,,1.04,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-119.45,49.0333333333333,#0099cb
AQ_OBS-JAFUV-20260201150000,Central Okanagan,,1.0,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-119.483333333333,49.8833333333333,#01cbff
AQ_OBS-IACIQ-20260201150000,Strathcona County,,2.0,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-113.1438889,53.5522222,#0099cb
AQ_OBS-IAFYX-20260201150000,Genesee,,1.76,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-114.37,53.3458334,#0099cb
AQ_OBS-IAJWU-20260201150000,Hinton,,2.02,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-117.5627778,53.4111111,#016797
AQ_OBS-ABEFS-20260201150000,St. John's,,2.16,2026-02-01T15:00:00Z,11:30 AM NST Sunday  1 February 2026,11h30 AM HNT dimanche  1 février 2026,-52.7252777777778,47.5658333333333,#016797
AQ_OBS-IAFFF-20260201150000,Fort McKay,,2.14,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-111.599722222222,57.1811111111111,#016797
AQ_OBS-FAFFD-20260201150000,Barrie,,2.29,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.6769699,44.37124,#016797
AQ_OBS-IADGP-20260201150000,Lethbridge,,2.15,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-112.841944444444,49.6936111111111,#016797
AQ_OBS-FALIF-20260201150000,Brampton,,2.2,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-79.7608333333333,43.6883333333333,#016797
AQ_OBS-LALNA-20260201150000,Inuvik,,1.0,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-133.7297,68.3609,#01cbff
AQ_OBS-HAPNV-20260201150000,Prince Albert,,2.19,2026-02-01T15:00:00Z,9:00 AM CST Sunday  1 February 2026,9h00 AM HNC dimanche  1 février 2026,-105.714722,53.216111,#016797
AQ_OBS-CBDPK-20260201150000,Pictou,,1.97,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-62.7091666666667,45.6758333333333,#0099cb
AQ_OBS-JCJHI-20260201150000,Whistler,,1.0,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-122.966666666667,50.1166666666667,#01cbff
AQ_OBS-IAIDN-20260201150000,Brooks,,1.51,2026-02-01T15:00:00Z,8:00 AM MST Sunday  1 February 2026,8h00 AM HNR dimanche  1 février 2026,-111.895,50.567222,#0099cb
AQ_OBS-FDGEJ-20260201150000,Peterborough,,2.1,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-78.3333333,44.3011111,#016797
AQ_OBS-BAEMV-20260201150000,St. Peters Bay,,1.5,2026-02-01T15:00:00Z,11:00 AM AST Sunday  1 February 2026,11h00 AM HNA dimanche  1 février 2026,-62.5833333333333,46.4166666666667,#0099cb
AQ_OBS-JCAAC-20260201150000,Castlegar,,2.0,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-117.666667,49.324722,#0099cb
AQ_OBS-FEBWC-20260201150000,Kitchener,,2.37,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-80.4727778,43.4186111,#016797
AQ_OBS-JAFNW-20260201150000,Kamloops,,1.21,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-120.327222222222,50.6733333333333,#0099cb
AQ_OBS-JBLVS-20260201150000,Prince George,,1.39,2026-02-01T15:00:00Z,7:00 AM PST Sunday  1 February 2026,7h00 AM HNP dimanche  1 février 2026,-122.75,53.9166666666667,#0099cb
AQ_OBS-FCCOT-20260201150000,Cornwall,,2.13,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-74.7263889,45.0263889,#016797
AQ_OBS-FALJI-20260201150000,Brantford,,2.38,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-80.25749,43.1569444,#016797
AQ_OBS-FAZKI-20260201150000,Dorset,,1.79,2026-02-01T15:00:00Z,10:00 AM EST Sunday  1 February 2026,10h00 AM HNE dimanche  1 février 2026,-78.8927778,45.2447222,#0099cb
AQ_OBS-FDEGT-20260201160000,Windsor,,3.51,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-82.9936111111111,42.3022222222222,#fffe03
AQ_OBS-FAZKI-20260201160000,Dorset,,1.95,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-78.8927778,45.2447222,#0099cb
AQ_OBS-FDQBX-20260201160000,Toronto North,,2.29,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-79.41026,43.76205,#016797
AQ_OBS-ABFQA-20260201160000,Labrador City,,2.36,2026-02-01T16:00:00Z,12:00 PM AST Sunday  1 February 2026,12h00 PM HNA dimanche  1 février 2026,-66.9365972,52.9605694,#016797
AQ_OBS-FDSUS-20260201160000,Parry Sound,,2.16,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-80.0361111,45.3538889,#016797
AQ_OBS-FDGED-20260201160000,Newmarket,,2.24,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-79.4583333333333,44.0580555555556,#016797
AQ_OBS-FEVJS-20260201160000,Belleville,,2.17,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-77.3697222,44.2566666,#016797
AQ_OBS-FCCOT-20260201160000,Cornwall,,2.12,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-74.7263889,45.0263889,#016797
AQ_OBS-FBKKK-20260201160000,Guelph,,2.36,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-80.22899,43.53571,#016797
AQ_OBS-FDQBU-20260201160000,Toronto East,,2.64,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-79.2308334,43.7558333,#016797
AQ_OBS-FCAEN-20260201160000,London,,2.83,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-81.2325,42.9674999,#016797
AQ_OBS-FDGEM-20260201160000,Milton,,2.46,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-79.9177778,43.5055556,#016797
AQ_OBS-FEAKO-20260201160000,Mississauga,,2.51,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-79.6572222222222,43.5855555555556,#016797
AQ_OBS-FCTOV-20260201160000,Sudbury,,3.46,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-80.9775,46.5011111,#fffe03
AQ_OBS-FCGKZ-20260201160000,Oakville,,2.48,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-79.7138888888889,43.4563888888889,#016797
AQ_OBS-IAFFI-20260201160000,Fort McMurray,,2.31,2026-02-01T16:00:00Z,9:00 AM MST Sunday  1 February 2026,9h00 AM HNR dimanche  1 février 2026,-111.380277777778,56.7263888888889,#016797
AQ_OBS-FDGEJ-20260201160000,Peterborough,,2.08,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-78.3333333,44.3011111,#016797
AQ_OBS-FCKTB-20260201160000,Toronto West,,2.37,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-79.56589,43.71823,#016797
AQ_OBS-FDMOP-20260201160000,Oshawa,,2.11,2026-02-01T16:00:00Z,11:00 AM EST Sunday  1 February 2026,11h00 AM HNE dimanche  1 février 2026,-78.8572222222222,43.9005555555556,#016797
