id,name,province,aqhi,observed,lon,lat,color
AQ_OBS-CAPHL-20250821010000,Halifax Downtown,,1.92,2025-08-21T01:00:00Z,-63.590651,44.647401,#0099cb
AQ_OBS-FCNJT-20250821010000,Windsor West,,2.1,2025-08-21T01:00:00Z,-83.0594444,42.2830556,#016797
AQ_OBS-FEUZB-20250821010000,Toronto,,2.0,2025-08-21T01:00:00Z,-79.3733333333333,43.7416666666667,#0099cb
AQ_OBS-IAFEW-20250821010000,Fort Chipewyan,,1.77,2025-08-21T01:00:00Z,-111.158333333333,58.7144444444444,#0099cb
AQ_OBS-JBOAP-20250821010000,North Okanagan,,1.96,2025-08-21T01:00:00Z,-119.266666666667,50.2583333333333,#0099cb
AQ_OBS-FDGEJ-20250821010000,Peterborough,,1.68,2025-08-21T01:00:00Z,-78.3333333,44.3011111,#0099cb
AQ_OBS-ABEFS-20250821010000,St. John's,,1.31,2025-08-21T01:00:00Z,-52.7252777777778,47.5658333333333,#0099cb
AQ_OBS-FCCOT-20250821010000,Cornwall,,2.13,2025-08-21T01:00:00Z,-74.7263889,45.0263889,#016797
AQ_OBS-JCLMX-20250821010000,WestShore,,1.64,2025-08-21T01:00:00Z,-123.493333,48.423611,#0099cb
AQ_OBS-FCWYG-20250821010000,Toronto Downtown,,2.33,2025-08-21T01:00:00Z,-79.3969444,43.6758333,#016797
AQ_OBS-BAARG-20250821010000,Charlottetown,,1.32,2025-08-21T01:00:00Z,-63.1347222222222,46.2402777777778,#0099cb
AQ_OBS-FDCHU-20250821010000,Hamilton West,,1.9,2025-08-21T01:00:00Z,-79.9027778,43.2644444,#0099cb
AQ_OBS-FEVNT-20250821010000,Ottawa,,2.35,2025-08-21T01:00:00Z,-75.6769444444444,45.4344444444445,#016797
AQ_OBS-JAIQY-20250821010000,Cranbrook,,2.66,2025-08-21T01:00:00Z,-115.7667,49.5,#016797
AQ_OBS-DAFMJ-20250821010000,Fredericton,,1.64,2025-08-21T01:00:00Z,-66.666667,45.945278,#0099cb
AQ_OBS-JBHJG-20250821010000,South Okanagan,,2.12,2025-08-21T01:00:00Z,-119.45,49.0333333333333,#016797
AQ_OBS-JCVCC-20250821010000,Eastern Fraser Valley,,2.21,2025-08-21T01:00:00Z,-121.941666666667,49.175,#016797
AQ_OBS-LBAMG-20250821010000,Yellowknife,,2.0,2025-08-21T01:00:00Z,-114.37,62.4536,#0099cb
AQ_OBS-CBLGX-20250821010000,Sydney,,1.65,2025-08-21T01:00:00Z,-60.1952777777778,46.1380555555556,#0099cb
AQ_OBS-KAHFT-20250821010000,Whitehorse,,1.38,2025-08-21T01:00:00Z,-135.0808333,60.6961111,#0099cb
AQ_OBS-JBMPJ-20250821010000,Sparwood,,2.49,2025-08-21T01:00:00Z,-114.885833,49.733333,#016797
AQ_OBS-FCFUU-20250821010000,North Bay,,2.05,2025-08-21T01:00:00Z,-79.459167,46.314444,#016797
AQ_OBS-FDMOP-20250821010000,Oshawa,,1.67,2025-08-21T01:00:00Z,-78.8572222222222,43.9005555555556,#0099cb
AQ_OBS-FEUTC-20250821010000,Chatham,,1.47,2025-08-21T01:00:00Z,-82.12876,42.43396,#0099cb
AQ_OBS-LALNA-20250821010000,Inuvik,,1.0,2025-08-21T01:00:00Z,-133.7297,68.3609,#01cbff
AQ_OBS-FDSUS-20250821010000,Parry Sound,,1.97,2025-08-21T01:00:00Z,-80.0361111,45.3538889,#0099cb
AQ_OBS-JBRIK-20250821010000,Metro Vancouver - NW,,2.21,2025-08-21T01:00:00Z,-123.113889,49.261111,#016797
AQ_OBS-JCMDB-20250821010000,Kitimat,,1.32,2025-08-21T01:00:00Z,-128.652222,54.053333,#0099cb
AQ_OBS-DBEDJ-20250821010000,Miramichi,,1.77,2025-08-21T01:00:00Z,-65.4666999,47.0041999,#0099cb
AQ_OBS-DAHEI-20250821010000,Campbellton,,1.63,2025-08-21T01:00:00Z,-66.683511,47.999336,#0099cb
AQ_OBS-FEARV-20250821010000,Sarnia,,2.0,2025-08-21T01:00:00Z,-82.3177777,42.9813889,#0099cb
AQ_OBS-IAGHN-20250821010000,St. Albert,,1.62,2025-08-21T01:00:00Z,-113.6202778,53.6369444,#0099cb
AQ_OBS-FAFFD-20250821010000,Barrie,,1.86,2025-08-21T01:00:00Z,-79.6769699,44.37124,#0099cb
AQ_OBS-HAIMP-20250821010000,Regina,,2.93,2025-08-21T01:00:00Z,-104.606666666667,50.4547222222222,#016797
AQ_OBS-HAPNV-20250821010000,Prince Albert,,2.07,2025-08-21T01:00:00Z,-105.714722,53.216111,#016797
AQ_OBS-JCAAC-20250821010000,Castlegar,,2.1,2025-08-21T01:00:00Z,-117.666667,49.324722,#016797
AQ_OBS-FBLJL-20250821010000,Hamilton Downtown,,1.95,2025-08-21T01:00:00Z,-79.8418,43.24504,#0099cb
AQ_OBS-HAPKT-20250821010000,Swift Current,,2.99,2025-08-21T01:00:00Z,-107.81689,50.285833,#016797
AQ_OBS-JBJFI-20250821010000,Metro Vancouver - SW,,2.04,2025-08-21T01:00:00Z,-123.163333,49.163333,#016797
AQ_OBS-FEAKO-20250821010000,Mississauga,,1.84,2025-08-21T01:00:00Z,-79.6572222222222,43.5855555555556,#0099cb
AQ_OBS-GBEIN-20250821010000,Winnipeg,,1.7,2025-08-21T01:00:00Z,-97.1463888888889,49.8844444444444,#0099cb
AQ_OBS-IACGW-20250821010000,Lamont County,,1.84,2025-08-21T01:00:00Z,-112.7844444,53.7591666,#0099cb
AQ_OBS-FDATE-20250821010000,Windsor Downtown,,2.1,2025-08-21T01:00:00Z,-82.99182,42.3081,#016797
